Date,Portfolio_Value
2014-01-01,1000.0
2014-01-02,978.2692871279415
2014-01-03,916.5613505350661
2014-01-04,930.7696989176945
2014-01-05,926.7978425077424
2014-01-06,927.235246375067
2014-01-07,916.9400805457011
2014-01-08,907.2239529333422
2014-01-09,910.5629761141436
2014-01-10,919.0902019681728
2014-01-11,914.5147215608603
2014-01-12,915.8043115233371
2014-01-13,918.759485473877
2014-01-14,931.6265899300741
2014-01-15,954.3414002117498
2014-01-16,982.8071833185245
2014-01-17,991.9684893799073
2014-01-18,988.2904465501232
2014-01-19,965.3778385523646
2014-01-20,979.6785514344039
2014-01-21,1004.768087370113
2014-01-22,1006.7582560091072
2014-01-23,1022.284312868912
2014-01-24,1009.4283421918965
2014-01-25,1044.3117988047122
2014-01-26,1020.5870148592517
2014-01-27,983.775453075839
2014-01-28,996.8573737606929
2014-01-29,1024.6849117799825
2014-01-30,1040.216243734452
2014-01-31,1064.4679359414004
2014-02-01,1044.3577547455425
2014-02-02,1071.2475047022424
2014-02-03,1098.5088670192995
2014-02-04,1128.0882551082914
2014-02-05,1161.5289124287792
2014-02-06,1179.4123543455905
2014-02-07,1214.329798389512
2014-02-08,1210.0191530530342
2014-02-09,1228.849036863167
2014-02-10,1218.654847780567
2014-02-11,1183.1989630502937
2014-02-12,1201.9148633766424
2014-02-13,1224.354196388806
2014-02-14,1235.1960874999518
2014-02-15,1217.2303006261009
2014-02-16,1179.5548509468758
2014-02-17,1168.1494922014817
2014-02-18,1174.7672841039553
2014-02-19,1192.2638085009555
2014-02-20,1201.2910355758554
2014-02-21,1184.9142269439205
2014-02-22,1180.4940481477822
2014-02-23,1195.4815817994047
2014-02-24,1185.0006809868592
2014-02-25,1190.8894122564004
2014-02-26,1197.707915260939
2014-02-27,1202.5857462646302
2014-02-28,1259.5521054691653
2014-03-01,1245.6019377786997
2014-03-02,1267.4217851406931
2014-03-03,1269.6261741511148
2014-03-04,1272.9958034258873
2014-03-05,1287.5128169985771
2014-03-06,1252.1906213948673
2014-03-07,1280.1810680931342
2014-03-08,1247.3193347517667
2014-03-09,1223.9441617630966
2014-03-10,1229.9795506293715
2014-03-11,1233.4233911373701
2014-03-12,1219.1769463795836
2014-03-13,1268.239896915652
2014-03-14,1276.4661114213648
2014-03-15,1281.2938587597566
2014-03-16,1281.4294050682206
2014-03-17,1269.199517355674
2014-03-18,1255.2201280114157
2014-03-19,1219.7170702170847
2014-03-20,1195.2926426405747
2014-03-21,1168.6298278958864
2014-03-22,1164.607126441553
2014-03-23,1168.4091013668008
2014-03-24,1156.5059502376357
2014-03-25,1188.142648614039
2014-03-26,1231.1081017837746
2014-03-27,1218.0840768296584
2014-03-28,1224.8704506521944
2014-03-29,1245.309212006036
2014-03-30,1255.323039493221
2014-03-31,1252.8152672291315
2014-04-01,1264.8869781599967
2014-04-02,1310.8274464416966
2014-04-03,1308.5206783266376
2014-04-04,1302.508437918598
2014-04-05,1323.9158690950915
2014-04-06,1315.146696084705
2014-04-07,1315.6285557775122
2014-04-08,1337.6499539862727
2014-04-09,1353.0095542860681
2014-04-10,1361.312110320649
2014-04-11,1309.8808101525256
2014-04-12,1302.9025717867191
2014-04-13,1318.0068709724012
2014-04-14,1347.876702026673
2014-04-15,1401.4758004102116
2014-04-16,1386.1360222891526
2014-04-17,1407.220392625655
2014-04-18,1395.7908851771667
2014-04-19,1408.3968434366893
2014-04-20,1373.0450280526975
2014-04-21,1388.2553111476766
2014-04-22,1371.6397637527714
2014-04-23,1388.507932926313
2014-04-24,1336.3494618334316
2014-04-25,1374.8292831568504
2014-04-26,1368.0336783216542
2014-04-27,1367.8889236882223
2014-04-28,1351.7114333978407
2014-04-29,1375.5256535007952
2014-04-30,1341.6909139702207
2014-05-01,1324.803038740983
2014-05-02,1299.012883734084
2014-05-03,1297.774442390387
2014-05-04,1308.780153645049
2014-05-05,1314.7678866817894
2014-05-06,1318.5879780505247
2014-05-07,1291.8916216033067
2014-05-08,1304.8377943456048
2014-05-09,1287.1779471883422
2014-05-10,1307.3086810016425
2014-05-11,1294.3494191453358
2014-05-12,1290.411988469778
2014-05-13,1266.1733635317335
2014-05-14,1311.152347481713
2014-05-15,1318.5098744497734
2014-05-16,1307.4411545185753
2014-05-17,1326.433950622703
2014-05-18,1318.129580659644
2014-05-19,1332.0766112465444
2014-05-20,1308.643648212806
2014-05-21,1278.5197830005116
2014-05-22,1282.8179346895827
2014-05-23,1284.7749453433878
2014-05-24,1261.8504816556629
2014-05-25,1256.919316308874
2014-05-26,1263.2574185001172
2014-05-27,1285.162425800369
2014-05-28,1272.1885714076366
2014-05-29,1315.4645685820424
2014-05-30,1335.3292614608872
2014-05-31,1312.829899260696
2014-06-01,1340.1772958895697
2014-06-02,1298.3351617783533
2014-06-03,1265.4636453725577
2014-06-04,1246.2787217450893
2014-06-05,1220.5188027759991
2014-06-06,1237.902260744427
2014-06-07,1238.9640618390677
2014-06-08,1251.8117628561154
2014-06-09,1234.620648163546
2014-06-10,1217.0332941730585
2014-06-11,1226.0699676512913
2014-06-12,1195.982352779497
2014-06-13,1213.306698223553
2014-06-14,1191.684168064088
2014-06-15,1177.500542607085
2014-06-16,1212.3267154741382
2014-06-17,1177.3780218491804
2014-06-18,1182.0259100985713
2014-06-19,1176.4566145264466
2014-06-20,1211.8211078442844
2014-06-21,1206.4666160284733
2014-06-22,1182.4520101034248
2014-06-23,1232.0068637726008
2014-06-24,1206.5243426197876
2014-06-25,1217.4380383697312
2014-06-26,1242.7625961295448
2014-06-27,1239.766233351136
2014-06-28,1244.2536892831229
2014-06-29,1233.4076769614896
2014-06-30,1244.0590206237978
2014-07-01,1234.7044156300801
2014-07-02,1211.4908858121971
2014-07-03,1198.1564433062251
2014-07-04,1179.0717993256167
2014-07-05,1156.6726646290394
2014-07-06,1161.6196781804833
2014-07-07,1141.1561241245076
2014-07-08,1164.2442361310914
2014-07-09,1154.6532980706352
2014-07-10,1172.702492536752
2014-07-11,1170.8325672977867
2014-07-12,1154.307378242004
2014-07-13,1167.254242697045
2014-07-14,1141.983608587875
2014-07-15,1112.250988842407
2014-07-16,1129.6114505083267
2014-07-17,1106.8340647702385
2014-07-18,1107.4136648322335
2014-07-19,1137.0425914639773
2014-07-20,1144.7552117259645
2014-07-21,1143.762982486433
2014-07-22,1132.453703313679
2014-07-23,1178.873338887544
2014-07-24,1227.113024563257
2014-07-25,1187.9549444814488
2014-07-26,1224.652239712623
2014-07-27,1244.388650367573
2014-07-28,1237.1727229465062
2014-07-29,1230.3990057382705
2014-07-30,1258.476263021652
2014-07-31,1271.034348901256
2014-08-01,1326.6029091434755
2014-08-02,1354.886076909005
2014-08-03,1352.4412366969534
2014-08-04,1318.4224151368976
2014-08-05,1326.1003694886272
2014-08-06,1326.777595742431
2014-08-07,1357.9420913821189
2014-08-08,1353.0646346882932
2014-08-09,1398.1432683815349
2014-08-10,1415.5744314886329
2014-08-11,1431.953330131591
2014-08-12,1391.723939941038
2014-08-13,1388.0192231817884
2014-08-14,1391.1259923434693
2014-08-15,1384.4996303188318
2014-08-16,1457.3831800074233
2014-08-17,1483.2946119353824
2014-08-18,1457.283361881972
2014-08-19,1448.7800587831318
2014-08-20,1475.5479479748462
2014-08-21,1461.057300466962
2014-08-22,1425.1485896127347
2014-08-23,1419.4663322514393
2014-08-24,1460.5264825317436
2014-08-25,1455.362237756684
2014-08-26,1489.1179722561114
2014-08-27,1557.8333735054869
2014-08-28,1524.8660743885275
2014-08-29,1562.1468562630585
2014-08-30,1609.2387493234812
2014-08-31,1574.922484680794
2014-09-01,1591.0375373402242
2014-09-02,1536.470872840406
2014-09-03,1573.8035651219511
2014-09-04,1627.0314702165294
2014-09-05,1637.169608251646
2014-09-06,1598.3735440173614
2014-09-07,1567.958997692215
2014-09-08,1647.9020662209648
2014-09-09,1634.4255459272702
2014-09-10,1634.2540942124833
2014-09-11,1626.6211912520046
2014-09-12,1597.3984128878421
2014-09-13,1601.4670636236106
2014-09-14,1557.5663149911913
2014-09-15,1557.0931025284194
2014-09-16,1518.3818233395334
2014-09-17,1513.9469356744626
2014-09-18,1505.3428094208084
2014-09-19,1575.3051960197631
2014-09-20,1532.9164227041738
2014-09-21,1522.9342987188793
2014-09-22,1530.1890699659093
2014-09-23,1535.1204435654902
2014-09-24,1531.9722682604884
2014-09-25,1546.4962483809365
2014-09-26,1540.5315313410106
2014-09-27,1534.8676751575063
2014-09-28,1548.4317955498013
2014-09-29,1548.9693718733593
2014-09-30,1610.163606225889
2014-10-01,1614.1696724577366
2014-10-02,1586.8171073887722
2014-10-03,1608.6570027048149
2014-10-04,1601.2015187211032
2014-10-05,1597.5880080487439
2014-10-06,1569.2221272068884
2014-10-07,1577.2378148561238
2014-10-08,1578.2272722373718
2014-10-09,1518.0358100376538
2014-10-10,1520.242928192768
2014-10-11,1540.905466524395
2014-10-12,1611.8905185652482
2014-10-13,1645.709596466153
2014-10-14,1628.8074324485349
2014-10-15,1645.4128085237915
2014-10-16,1635.815149248308
2014-10-17,1623.8681334451185
2014-10-18,1594.5157257589472
2014-10-19,1600.5352828430161
2014-10-20,1589.459432698382
2014-10-21,1613.8697296252494
2014-10-22,1610.8641515313495
2014-10-23,1621.4722945931699
2014-10-24,1621.1985193183484
2014-10-25,1598.7434633493347
2014-10-26,1655.1787929897087
2014-10-27,1618.4153430839422
2014-10-28,1624.2016767548253
2014-10-29,1662.5968982350405
2014-10-30,1634.2071596535275
2014-10-31,1642.6199593658641
2014-11-01,1649.9703450984734
2014-11-02,1681.8554389925912
2014-11-03,1681.7405148077498
2014-11-04,1692.124242411918
2014-11-05,1661.7255070098586
2014-11-06,1630.1572634326474
2014-11-07,1634.5893111367986
2014-11-08,1730.728079055014
2014-11-09,1718.5963662379006
2014-11-10,1719.2747861662472
2014-11-11,1780.4302989838875
2014-11-12,1779.5283018741598
2014-11-13,1749.2039207680873
2014-11-14,1767.7732074193032
2014-11-15,1805.587761523694
2014-11-16,1769.1458794851803
2014-11-17,1819.5966612188292
2014-11-18,1893.6126700174048
2014-11-19,1878.4832751993495
2014-11-20,1870.4259038424864
2014-11-21,1884.878368941633
2014-11-22,1883.4746815123165
2014-11-23,1816.3820209096764
2014-11-24,1839.6978625042218
2014-11-25,1783.6110142076561
2014-11-26,1761.4370190798898
2014-11-27,1708.7827710922136
2014-11-28,1738.2970692413878
2014-11-29,1745.6221350519575
2014-11-30,1730.7608717347741
2014-12-01,1734.7932000437213
2014-12-02,1733.5890650563986
2014-12-03,1735.4727096227193
2014-12-04,1748.7127011606576
2014-12-05,1756.8894381348769
2014-12-06,1793.150396507005
2014-12-07,1786.4807216012998
2014-12-08,1771.4631153814094
2014-12-09,1718.6488378695958
2014-12-10,1722.9377512386504
2014-12-11,1780.3580155523932
2014-12-12,1827.0002912985972
2014-12-13,1811.9132219677822
2014-12-14,1826.9359824662881
2014-12-15,1843.8034572598522
2014-12-16,1895.190351147107
2014-12-17,1884.7458582426907
2014-12-18,1825.8287220890268
2014-12-19,1870.6344385648304
2014-12-20,1901.1302362467695
2014-12-21,1914.09769077361
2014-12-22,1925.9593777523805
2014-12-23,1934.7661606029458
2014-12-24,1968.8977957638251
2014-12-25,1978.6449355560576
2014-12-26,1994.9898244234237
2014-12-27,1973.2838928519493
2014-12-28,1994.637269421582
2014-12-29,2003.9066141166218
2014-12-30,1999.4443645720692
2014-12-31,1988.490782542386
2015-01-01,2007.2284681074113
2015-01-02,2007.9688055077506
2015-01-03,2067.8379871862844
2015-01-04,2086.2421227843665
2015-01-05,2066.927198944677
2015-01-06,2046.4949930780804
2015-01-07,2020.8123028663856
2015-01-08,1979.129932876267
2015-01-09,1931.5228092459506
2015-01-10,1953.7418703285286
2015-01-11,1963.899513678681
2015-01-12,1954.0606373335997
2015-01-13,2029.5235321868179
2015-01-14,2028.1775052186929
2015-01-15,2011.13388357594
2015-01-16,1972.0324567977138
2015-01-17,1978.5313438913006
2015-01-18,1982.4243248205173
2015-01-19,1912.4977172259623
2015-01-20,1953.7208232876142
2015-01-21,1933.7193348211483
2015-01-22,1978.5927880233571
2015-01-23,1967.0028051555082
2015-01-24,1879.8068821078919
2015-01-25,1923.764477078465
2015-01-26,1982.2480439605806
2015-01-27,1966.525821153221
2015-01-28,1964.5920678743641
2015-01-29,1987.0889335444156
2015-01-30,1948.5482994362637
2015-01-31,1976.9450367892246
2015-02-01,2013.3343098486607
2015-02-02,1986.4489367485662
2015-02-03,2023.1629626415731
2015-02-04,1991.5448420961618
2015-02-05,1997.5327509662213
2015-02-06,1986.256904643758
2015-02-07,1978.3278382551252
2015-02-08,1942.5707482176172
2015-02-09,1957.2683378496454
2015-02-10,1978.9794785662193
2015-02-11,2042.449897602288
2015-02-12,2021.15847471984
2015-02-13,2064.3052029011374
2015-02-14,2065.1961226431395
2015-02-15,2021.4419144572444
2015-02-16,1997.537627015877
2015-02-17,1979.439651306841
2015-02-18,1989.1905381725287
2015-02-19,1936.0580583516057
2015-02-20,1924.154023504961
2015-02-21,1917.194878224554
2015-02-22,1994.3348234997993
2015-02-23,1898.2382813269146
2015-02-24,1931.8904968057382
2015-02-25,1886.768023837219
2015-02-26,1889.7800022640001
2015-02-27,1996.7694971843964
2015-02-28,2031.4612902108472
2015-03-01,2043.2334435225343
2015-03-02,2068.210771112295
2015-03-03,2089.5527723953833
2015-03-04,2094.5622738415277
2015-03-05,2060.6199156350367
2015-03-06,2111.4405145059654
2015-03-07,2106.1572661326863
2015-03-08,2048.622226424496
2015-03-09,2117.2222296959726
2015-03-10,2088.107680702557
2015-03-11,2130.4413335226245
2015-03-12,2004.9721024735802
2015-03-13,2033.9739212504164
2015-03-14,2017.302131321462
2015-03-15,2007.1521631069215
2015-03-16,2059.7178643260336
2015-03-17,2079.0333724770685
2015-03-18,2111.2808734677255
2015-03-19,2092.83782264911
2015-03-20,2145.000605821438
2015-03-21,2194.598404928245
2015-03-22,2216.3830359090443
2015-03-23,2186.1705490453824
2015-03-24,2235.337593315389
2015-03-25,2284.8758322132953
2015-03-26,2325.093251475479
2015-03-27,2280.534418300235
2015-03-28,2331.177861203441
2015-03-29,2352.2496981772742
2015-03-30,2419.3361074444406
2015-03-31,2447.519022815619
2015-04-01,2421.1249913857096
2015-04-02,2422.5585457259435
2015-04-03,2390.4864183098616
2015-04-04,2372.072833535812
2015-04-05,2373.2552573995526
2015-04-06,2375.6122799350846
2015-04-07,2428.8539635782276
2015-04-08,2543.0359025942216
2015-04-09,2581.856674041954
2015-04-10,2677.500341101772
2015-04-11,2694.461011689925
2015-04-12,2731.4297034200977
2015-04-13,2721.600104903766
2015-04-14,2851.0699384386803
2015-04-15,2806.8455145824405
2015-04-16,2747.7621535442004
2015-04-17,2736.1278948326735
2015-04-18,2735.9906561261223
2015-04-19,2718.5670597479657
2015-04-20,2664.81534768362
2015-04-21,2615.6050186704974
2015-04-22,2643.437545132932
2015-04-23,2684.6100285131633
2015-04-24,2750.9855578831343
2015-04-25,2809.6301031511107
2015-04-26,2809.045087061387
2015-04-27,2832.195129145603
2015-04-28,2752.7858048448293
2015-04-29,2816.7357655279125
2015-04-30,2832.1790968975306
2015-05-01,2914.020709676389
2015-05-02,2901.7701235530053
2015-05-03,2894.7669718118814
2015-05-04,2868.806869575102
2015-05-05,2874.0836068107055
2015-05-06,2898.386401002888
2015-05-07,2869.695181115109
2015-05-08,2843.6159103827476
2015-05-09,2828.3034710852007
2015-05-10,2850.5684191792675
2015-05-11,2791.7374894193395
2015-05-12,2729.4711606628443
2015-05-13,2817.5150198222495
2015-05-14,2811.522143621458
2015-05-15,2748.070508477718
2015-05-16,2666.220476516643
2015-05-17,2652.909520990201
2015-05-18,2677.296372392434
2015-05-19,2656.5464489280025
2015-05-20,2657.3897230755692
2015-05-21,2667.842834052697
2015-05-22,2710.549832455071
2015-05-23,2718.8931713814563
2015-05-24,2710.676820560074
2015-05-25,2691.951060922869
2015-05-26,2657.919010367833
2015-05-27,2654.8546646737327
2015-05-28,2647.2263137427963
2015-05-29,2667.754485581599
2015-05-30,2747.4712881707965
2015-05-31,2771.7806209419577
2015-06-01,2693.5074709156397
2015-06-02,2804.639257923804
2015-06-03,2800.215244076393
2015-06-04,2849.3679711144327
2015-06-05,2832.68708624423
2015-06-06,2853.858363204713
2015-06-07,2927.9794582477452
2015-06-08,3049.5671687585736
2015-06-09,2922.106739583552
2015-06-10,2868.0397427886974
2015-06-11,2973.0436825622155
2015-06-12,3017.619431857447
2015-06-13,3004.6030704839836
2015-06-14,2999.2673420079
2015-06-15,2994.826012910001
2015-06-16,3046.908005056923
2015-06-17,3095.3192506632213
2015-06-18,3022.090225651629
2015-06-19,3120.2804432447915
2015-06-20,3163.2167389766832
2015-06-21,3120.7324841297504
2015-06-22,3179.415285296771
2015-06-23,3212.80674337344
2015-06-24,3256.8719306508124
2015-06-25,3283.1349196260953
2015-06-26,3286.8172506030223
2015-06-27,3184.221078108868
2015-06-28,3184.8942351793294
2015-06-29,3375.8208586950295
2015-06-30,3438.785243005393
2015-07-01,3430.941407533996
2015-07-02,3528.8358319344443
2015-07-03,3520.515937735724
2015-07-04,3454.5420165149367
2015-07-05,3356.7792664364824
2015-07-06,3244.644517281433
2015-07-07,3285.4248605985917
2015-07-08,3342.731490551887
2015-07-09,3325.117052604601
2015-07-10,3370.7043892764877
2015-07-11,3401.134121364887
2015-07-12,3414.8560659122786
2015-07-13,3438.8141399173387
2015-07-14,3488.4575772755425
2015-07-15,3547.42347725422
2015-07-16,3647.8028210237476
2015-07-17,3535.6540321355737
2015-07-18,3670.9086935241157
2015-07-19,3664.2793023209256
2015-07-20,3641.5725644857084
2015-07-21,3710.4351784323467
2015-07-22,3783.9167160131865
2015-07-23,3835.571100387843
2015-07-24,3795.8828827698085
2015-07-25,3810.500259379283
2015-07-26,3847.1942085937053
2015-07-27,3808.0294324748174
2015-07-28,3878.52924300344
2015-07-29,3839.6689423315097
2015-07-30,3999.2579079226934
2015-07-31,4139.656657212744
2015-08-01,4107.1807612688235
2015-08-02,3973.4453691064396
2015-08-03,3939.7210320822405
2015-08-04,3893.4647824232475
2015-08-05,3889.4496454939763
2015-08-06,3802.898355447658
2015-08-07,3791.570742723287
2015-08-08,3730.50940476601
2015-08-09,3773.4582346156835
2015-08-10,3810.6121944108486
2015-08-11,3685.206706092882
2015-08-12,3826.327160799706
2015-08-13,3829.476376641293
2015-08-14,3836.5708126578033
2015-08-15,3882.097635692072
2015-08-16,3836.9843269375524
2015-08-17,3752.302768195758
2015-08-18,3772.4189239990824
2015-08-19,3749.258344281216
2015-08-20,3779.1036181593363
2015-08-21,3785.8433166072573
2015-08-22,3711.4754526085
2015-08-23,3670.69754509495
2015-08-24,3670.397060623399
2015-08-25,3608.3206384551104
2015-08-26,3626.201001760248
2015-08-27,3646.182301995985
2015-08-28,3593.9702697044095
2015-08-29,3595.84254811926
2015-08-30,3655.3886586780914
2015-08-31,3668.5309095364546
2015-09-01,3675.61286838932
2015-09-02,3654.1389545278757
2015-09-03,3573.2138115816465
2015-09-04,3519.8326506475046
2015-09-05,3555.5280296192536
2015-09-06,3661.912969092021
2015-09-07,3626.071540817727
2015-09-08,3757.3290500694366
2015-09-09,3798.496214082532
2015-09-10,3929.422634028715
2015-09-11,3988.825773668928
2015-09-12,3968.6634159627724
2015-09-13,3908.755177219972
2015-09-14,3991.6503513324083
2015-09-15,4043.0487887524655
2015-09-16,4093.133300641559
2015-09-17,4249.418941551197
2015-09-18,4309.425900077424
2015-09-19,4196.335312402419
2015-09-20,4219.743759681459
2015-09-21,4348.03610374499
2015-09-22,4336.807762389984
2015-09-23,4405.687022102451
2015-09-24,4437.12998517636
2015-09-25,4539.763864810039
2015-09-26,4378.896550440904
2015-09-27,4521.809061766885
2015-09-28,4456.575506167554
2015-09-29,4445.510918387284
2015-09-30,4413.880343858727
2015-10-01,4356.184119072137
2015-10-02,4317.40998497098
2015-10-03,4475.931407837281
2015-10-04,4447.573453838241
2015-10-05,4378.631869730716
2015-10-06,4330.681219525046
2015-10-07,4377.242928721464
2015-10-08,4479.004735173525
2015-10-09,4587.165141324993
2015-10-10,4504.451737740387
2015-10-11,4562.021719385671
2015-10-12,4570.993338470382
2015-10-13,4576.046596600246
2015-10-14,4680.276444324148
2015-10-15,4830.632505188783
2015-10-16,4747.74478201475
2015-10-17,4876.671887894477
2015-10-18,4974.5659237761665
2015-10-19,4780.2577779481735
2015-10-20,4650.931319951313
2015-10-21,4683.2882526673875
2015-10-22,4714.659178930913
2015-10-23,4609.055691895661
2015-10-24,4429.789404298511
2015-10-25,4205.363688451635
2015-10-26,4095.3759872336573
2015-10-27,4209.96409342085
2015-10-28,4210.293023975353
2015-10-29,4238.568352946011
2015-10-30,4293.336590788635
2015-10-31,4372.452374550191
2015-11-01,4302.084178399225
2015-11-02,4598.034582620104
2015-11-03,4635.428327362686
2015-11-04,4581.807216559782
2015-11-05,4528.461871475125
2015-11-06,4609.591502976842
2015-11-07,4509.943870269616
2015-11-08,4497.119105913715
2015-11-09,4499.518144278819
2015-11-10,4526.438130234132
2015-11-11,4548.111779107549
2015-11-12,4813.11101701087
2015-11-13,4614.501583500079
2015-11-14,4501.863366198578
2015-11-15,4516.215319031384
2015-11-16,4365.77030566225
2015-11-17,4254.239771047332
2015-11-18,4424.278538877569
2015-11-19,4326.906354373338
2015-11-20,4259.194741483588
2015-11-21,4129.688259697413
2015-11-22,4136.677945820633
2015-11-23,4165.459881081991
2015-11-24,4112.326046729781
2015-11-25,4045.641273966459
2015-11-26,4084.2008349899925
2015-11-27,4134.508135436076
2015-11-28,4135.793012625343
2015-11-29,4318.001266814812
