Date,Drawdown_Pct
2014-01-01,-8.784947324643904
2014-01-02,-8.201151094589498
2014-01-03,-8.302730947840757
2014-01-04,-2.0276062529699255
2014-01-05,-7.406223865880154
2014-01-06,-4.1260550127239535
2014-01-07,-8.436657183635933
2014-01-08,-15.55340521103398
2014-01-09,-2.0966662712106383
2014-01-10,-14.496408046171535
2014-01-11,-10.698085789159657
2014-01-12,-7.128924080878642
2014-01-13,-3.5663713954938356
2014-01-14,-5.501901461257112
2014-01-15,-5.376830995193563
2014-01-16,-0.09268060338877948
2014-01-17,-12.781387276981468
2014-01-18,-7.95141798380515
2014-01-19,-13.515569445636785
2014-01-20,-3.7310177585207898
2014-01-21,-2.349916300077038
2014-01-22,-18.975707730875524
2014-01-23,-1.4490002333960772
2014-01-24,-6.727230817592729
2014-01-25,-0.28045341864057277
2014-01-26,-11.805947202044544
2014-01-27,-5.080417406404392
2014-01-28,-1.4431120448924424
2014-01-29,-2.614357545953127
2014-01-30,-6.875409035949469
2014-01-31,-11.597919312413275
2014-02-01,-2.232199197294038
2014-02-02,-9.010376627292112
2014-02-03,-0.17817747118630836
2014-02-04,-6.344130207330976
2014-02-05,-5.4542243471450345
2014-02-06,-0.7531839239432867
2014-02-07,-5.285971018664246
2014-02-08,-3.4344052648857213
2014-02-09,-2.4869045894907154
2014-02-10,-3.6494097945302286
2014-02-11,-2.2829255891886757
2014-02-12,-10.737439360905531
2014-02-13,-4.982574574370944
2014-02-14,-0.19492445317592003
2014-02-15,-4.061894181005471
2014-02-16,-2.6751780181961693
2014-02-17,-2.572920617078842
2014-02-18,-11.28945665842579
2014-02-19,-3.9047277503409688
2014-02-20,-9.489588641693537
2014-02-21,-7.26216235533399
2014-02-22,-0.4760227440929788
2014-02-23,-0.6213382620919004
2014-02-24,-6.85806013697616
2014-02-25,-8.316824933981607
2014-02-26,-3.5205349925597478
2014-02-27,-4.653375329438677
2014-02-28,-2.386112213067043
2014-03-01,-1.030251550220444
2014-03-02,-1.509129744783706
2014-03-03,-1.8396076743178664
2014-03-04,-2.5513046278913376
2014-03-05,-10.88670846578285
2014-03-06,-3.621390080749588
2014-03-07,-2.7765881033173194
2014-03-08,-10.323080468783463
2014-03-09,-1.5899302478375066
2014-03-10,-4.024263979643009
2014-03-11,-0.13774565663269975
2014-03-12,-2.6820684670128077
2014-03-13,-2.4936084648644568
2014-03-14,-9.599830938149532
2014-03-15,-14.482608535309927
2014-03-16,-7.749570863999801
2014-03-17,-4.042096760616899
2014-03-18,-1.9806813195422754
2014-03-19,-8.358278720763131
2014-03-20,-9.209104743175262
2014-03-21,-4.754370227551698
2014-03-22,-2.946795730667299
2014-03-23,-0.6818234768936698
2014-03-24,-1.7708514785431906
2014-03-25,-6.8719977459187325
2014-03-26,-21.39814749504319
2014-03-27,-5.618881706088804
2014-03-28,-1.2049823744181307
2014-03-29,-6.681331294988059
2014-03-30,-6.71763165007558
2014-03-31,-1.1957517188160829
2014-04-01,-3.6349351983126255
2014-04-02,-2.7791786940565166
2014-04-03,-7.460184369933414
2014-04-04,-2.564158570064605
2014-04-05,-5.975481727509205
2014-04-06,-0.2694671352008001
2014-04-07,-15.567924451538047
2014-04-08,-15.395141374892773
2014-04-09,-1.2606088158727424
2014-04-10,-10.481058147323326
2014-04-11,-1.821668431970636
2014-04-12,-5.223792172614376
2014-04-13,-3.6116061083610282
2014-04-14,-8.140478967901425
2014-04-15,-0.914094850864825
2014-04-16,-3.4391525526690856
2014-04-17,-7.275046312947313
2014-04-18,-1.1191614908528227
2014-04-19,-1.9187654805559964
2014-04-20,-9.241408970130905
2014-04-21,-11.202365132961004
2014-04-22,-13.541537037584167
2014-04-23,-3.515795791377115
2014-04-24,-12.480848188501612
2014-04-25,-4.182942785952676
2014-04-26,-2.6456290575753023
2014-04-27,-1.560541183621171
2014-04-28,-1.5010479544097308
2014-04-29,-10.691347634802412
2014-04-30,-6.89422728869056
2014-05-01,-1.7611541007778297
2014-05-02,-1.4246401627458387
2014-05-03,-3.0927504249816247
2014-05-04,-20.240182943927977
2014-05-05,-2.9094769272300423
2014-05-06,-5.513989526352219
2014-05-07,-6.94906583087464
2014-05-08,-2.4207717041117514
2014-05-09,-9.996189267909768
2014-05-10,-0.4815162866358884
2014-05-11,-1.0522160674035321
2014-05-12,-2.1868636639573817
2014-05-13,-6.362552123656977
2014-05-14,-10.695659106255471
2014-05-15,-0.9072686350715762
2014-05-16,-3.4545178129642853
2014-05-17,-3.012251981166795
2014-05-18,-0.8168052367039365
2014-05-19,-16.16102884017222
2014-05-20,-3.3058321514496467
2014-05-21,-0.8632801441248483
2014-05-22,-11.400280141149869
2014-05-23,-3.8053294803300552
2014-05-24,-4.972534873115595
2014-05-25,-8.393293763465337
2014-05-26,-2.239621463914805
2014-05-27,-1.3979004566817868
2014-05-28,-1.1517250651728708
2014-05-29,-7.29612176201182
2014-05-30,-10.755193083728285
2014-05-31,-12.039454806498087
2014-06-01,-4.838721268597699
2014-06-02,-3.9963316170954144
2014-06-03,-1.379667372083051
2014-06-04,-1.0489189326674442
2014-06-05,-1.5775858513394785
2014-06-06,-5.198871292768295
2014-06-07,-7.602075878404502
2014-06-08,-3.384118953824137
2014-06-09,-3.191126824371931
2014-06-10,-1.6014757179654875
2014-06-11,-7.87206388792518
2014-06-12,-0.0660066741938187
2014-06-13,-4.3632089983642155
2014-06-14,-4.424094786388122
2014-06-15,-4.910339428905852
2014-06-16,-4.628537038844175
2014-06-17,-10.486833291598902
2014-06-18,-3.348281153038992
2014-06-19,-0.16576407403335006
2014-06-20,-1.155799791897516
2014-06-21,-0.0959887884285852
2014-06-22,-5.414171784904645
2014-06-23,-10.859146431617162
2014-06-24,-0.5097415457263811
2014-06-25,-0.1424664131514988
2014-06-26,-1.0407103252231513
2014-06-27,-1.8731321313627112
2014-06-28,-0.8189850949060721
2014-06-29,-15.142352879704768
2014-06-30,-2.230989707395924
2014-07-01,-1.8623654239172676
2014-07-02,-4.691406255695671
2014-07-03,-0.8153857943028272
2014-07-04,-7.355545148317902
2014-07-05,-3.3872738459979836
2014-07-06,-5.955100849231013
2014-07-07,-3.290457394993717
2014-07-08,-1.5886061434849355
2014-07-09,-0.8190415031782503
2014-07-10,-0.16496366527160078
2014-07-11,-3.5582242475431043
2014-07-12,-8.574668385850723
2014-07-13,-0.5501366584343904
2014-07-14,-8.18646640187043
2014-07-15,-23.671724274690394
2014-07-16,-0.06317707724324309
2014-07-17,-5.232424804613205
2014-07-18,-5.391292756998361
2014-07-19,-3.367750696266024
2014-07-20,-1.4154723877065063
2014-07-21,-4.307939822775938
2014-07-22,-6.688841450683168
2014-07-23,-1.1427228623630836
2014-07-24,-4.941726716268388
2014-07-25,-1.6098286534231268
2014-07-26,-10.13360089930821
2014-07-27,-12.687561453351345
2014-07-28,-8.100302393130626
2014-07-29,-0.6908082024728495
2014-07-30,-2.0591037785921156
2014-07-31,-19.205703321250283
2014-08-01,-0.7406635663964749
2014-08-02,-6.870908215060366
2014-08-03,-2.897986303010494
2014-08-04,-0.8937077968022495
2014-08-05,-0.8254189707732549
2014-08-06,-5.697442259185508
2014-08-07,-0.9859904786560437
2014-08-08,-5.678219077187055
2014-08-09,-6.514718212635963
2014-08-10,-2.6350090674362425
2014-08-11,-6.360018164050948
2014-08-12,-1.62197132014068
2014-08-13,-7.890727538857731
2014-08-14,-2.8960730935801546
2014-08-15,-0.7944582052464804
2014-08-16,-7.61106727070429
2014-08-17,-0.8185655977251451
2014-08-18,-0.3848363502040696
2014-08-19,-1.0354784121072542
2014-08-20,-2.7380067006101885
2014-08-21,-3.9341223097773006
2014-08-22,-1.9480772428173851
2014-08-23,-3.359619285953302
2014-08-24,-1.4794131929198828
2014-08-25,-4.324767606115308
2014-08-26,-3.1992236156973766
2014-08-27,-1.5494457630886715
2014-08-28,-19.71085151913543
2014-08-29,-0.42666007764688907
2014-08-30,-3.081694348328308
2014-08-31,-9.192677055401424
2014-09-01,-0.4273984174519989
2014-09-02,-1.45205353561627
2014-09-03,-0.6919701286967829
2014-09-04,-3.0947283285845497
2014-09-05,-2.787030488317707
2014-09-06,-8.912882840032067
2014-09-07,-1.8964025020615363
2014-09-08,-7.0359072131102165
2014-09-09,-0.16199326382979265
2014-09-10,-2.7297205335817547
2014-09-11,-0.1457505232167311
2014-09-12,-7.064387482154035
2014-09-13,-11.302295515050819
2014-09-14,-8.126545742301708
2014-09-15,-3.7362672670272676
2014-09-16,-7.1608933356741495
2014-09-17,-9.040158079185039
2014-09-18,-1.696839720437791
2014-09-19,-0.3741315816470872
2014-09-20,-4.593814313709626
2014-09-21,-0.07178017590332612
2014-09-22,-5.9795718855476725
2014-09-23,-0.02392502675395267
2014-09-24,-5.418988904049689
2014-09-25,-3.960823675214927
2014-09-26,-0.7586873071618655
2014-09-27,-4.293928687544636
2014-09-28,-2.623626531319221
2014-09-29,-11.027031188250835
2014-09-30,-3.8895930013125324
2014-10-01,-1.1838808408882775
2014-10-02,-3.8571864436530907
2014-10-03,-0.14124600847243507
2014-10-04,-1.1473839945753619
2014-10-05,-7.971621923524641
2014-10-06,-2.2839989938027934
2014-10-07,-5.084927321743219
2014-10-08,-0.728454229823889
2014-10-09,-9.559634851577666
2014-10-10,-7.992296130899383
2014-10-11,-3.837804868570975
2014-10-12,-17.33691378427425
2014-10-13,-0.23138785127711387
2014-10-14,-8.463100153525357
2014-10-15,-9.915064627801604
2014-10-16,-7.009998661493669
2014-10-17,-3.18655411476938
2014-10-18,-18.43064633358102
2014-10-19,-8.862409612481429
2014-10-20,-2.707299815134441
2014-10-21,-6.333693840555715
2014-10-22,-12.53547856819131
2014-10-23,-3.1705699811456554
2014-10-24,-6.258779133118042
2014-10-25,-5.164223736815298
2014-10-26,-1.1126208369093529
2014-10-27,-1.0413722540881707
2014-10-28,-1.5889147989040318
2014-10-29,-9.567791623228976
2014-10-30,-1.0798293976645603
2014-10-31,-5.906221485723558
2014-11-01,-2.0925681928317172
2014-11-02,-0.41922632442567986
2014-11-03,-1.2057631345936577
2014-11-04,-0.09800894946967828
2014-11-05,-8.40177425834825
2014-11-06,-4.791344677118254
2014-11-07,-3.2201618568719037
2014-11-08,-5.1137135132370855
2014-11-09,-3.1987992801554026
2014-11-10,-0.1871781195191689
2014-11-11,-11.931050733576717
2014-11-12,-3.500171614369301
2014-11-13,-13.769309302265953
2014-11-14,-2.0199850224231883
2014-11-15,-4.14349166440096
2014-11-16,-4.907380848197462
2014-11-17,-2.3854673652357663
2014-11-18,-8.308220020824017
2014-11-19,-7.697501220582979
2014-11-20,-3.129218894862626
2014-11-21,-0.366382907573957
2014-11-22,-0.17314988143347795
2014-11-23,-0.5527242605455324
2014-11-24,-2.5383718732026574
2014-11-25,-6.603730988855654
2014-11-26,-8.463288254222407
2014-11-27,-11.81209263836079
2014-11-28,-0.8315492694644304
2014-11-29,-3.101636409823766
2014-11-30,-6.342809203031685
2014-12-01,-3.6380645994642737
2014-12-02,-4.070726939517471
2014-12-03,-44.041111391676395
2014-12-04,-1.4140890392546666
2014-12-05,-10.771653983603589
2014-12-06,-7.498926984469343
2014-12-07,-6.374367821377744
2014-12-08,-4.423077865040997
2014-12-09,-13.101495952411332
2014-12-10,-3.3612050516438834
