Date,Cumulative_Returns,Cumulative_Returns_Pct
2014-01-01,0.04176097192675843,4.176097192675843
2014-01-02,0.07350271889374782,7.350271889374782
2014-01-03,0.08829789278696043,8.829789278696044
2014-01-04,0.10052085099511165,10.052085099511165
2014-01-05,0.12759558373406876,12.759558373406875
2014-01-06,0.11307820770807742,11.30782077080774
2014-01-07,0.1404619324818921,14.046193248189208
2014-01-08,0.12174081872467446,12.174081872467447
2014-01-09,0.1326596625655827,13.26596625655827
2014-01-10,0.1673076022666995,16.73076022666995
2014-01-11,0.1728537019196641,17.285370191966408
2014-01-12,0.19373879444318343,19.37387944431834
2014-01-13,0.1761832577717195,17.61832577717195
2014-01-14,0.1655835167504378,16.55835167504378
2014-01-15,0.14468419214608974,14.468419214608975
2014-01-16,0.18419031945549835,18.419031945549836
2014-01-17,0.1447960832310753,14.479608323107529
2014-01-18,0.1864104143299452,18.64104143299452
2014-01-19,0.18540535334505903,18.540535334505904
2014-01-20,0.2278655494038,22.78655494038
2014-01-21,0.2623707933419903,26.23707933419903
2014-01-22,0.26787116311967507,26.78711631196751
2014-01-23,0.3011956833067937,30.11956833067937
2014-01-24,0.3307915569978066,33.07915569978066
2014-01-25,0.37272221581440124,37.27222158144012
2014-01-26,0.40371848014254974,40.37184801425497
2014-01-27,0.40981657230029667,40.98165723002967
2014-01-28,0.39449887073044687,39.449887073044685
2014-01-29,0.3667499309081763,36.67499309081763
2014-01-30,0.3955791552819672,39.557915528196716
2014-01-31,0.3718731595706404,37.18731595706404
2014-02-01,0.3853257553472744,38.53257553472744
2014-02-02,0.392874829827613,39.287482982761304
2014-02-03,0.3987203955557712,39.87203955557712
2014-02-04,0.4293562331714653,42.93562331714653
2014-02-05,0.4338401118363826,43.38401118363826
2014-02-06,0.42149699941185315,42.14969994118532
2014-02-07,0.39874881414630536,39.874881414630536
2014-02-08,0.3868648395213623,38.68648395213623
2014-02-09,0.40629119755563714,40.629119755563714
2014-02-10,0.43158435978710563,43.158435978710564
2014-02-11,0.4576346366091313,45.76346366091313
2014-02-12,0.4712511665183601,47.12511665183601
2014-02-13,0.508979726394849,50.8979726394849
2014-02-14,0.48373254761572126,48.37325476157213
2014-02-15,0.4761397227196702,47.61397227196702
2014-02-16,0.4130846614872479,41.30846614872479
2014-02-17,0.42873242767363307,42.87324276736331
2014-02-18,0.4664617639167423,46.64617639167423
2014-02-19,0.4806301609556989,48.063016095569886
2014-02-20,0.46952641767441916,46.95264176744192
2014-02-21,0.4933234890483702,49.33234890483702
2014-02-22,0.5490653523577609,54.90653523577609
2014-02-23,0.5630242000680923,56.30242000680923
2014-02-24,0.5507331671192293,55.07331671192293
2014-02-25,0.5660648471949539,56.606484719495384
2014-02-26,0.594314133940506,59.4314133940506
2014-02-27,0.5886010635835266,58.86010635835266
2014-02-28,0.5519937738901848,55.19937738901848
2014-03-01,0.5837706877977795,58.37706877977795
2014-03-02,0.5424183025904163,54.241830259041635
2014-03-03,0.5445147674574253,54.45147674574253
2014-03-04,0.5163104477955522,51.631044779555225
2014-03-05,0.48057153599354563,48.057153599354564
2014-03-06,0.5122594983369704,51.22594983369704
2014-03-07,0.599920404992988,59.9920404992988
2014-03-08,0.6069188767428493,60.69188767428493
2014-03-09,0.5565002207288865,55.650022072888646
2014-03-10,0.6227332286842491,62.273322868424906
2014-03-11,0.6392004383017589,63.920043830175885
2014-03-12,0.579593335777862,57.9593335777862
2014-03-13,0.585181925956886,58.5181925956886
2014-03-14,0.5846489890213311,58.464898902133115
2014-03-15,0.5851657326737372,58.516573267373715
2014-03-16,0.589988561846114,58.998856184611405
2014-03-17,0.5976549787094119,59.76549787094119
2014-03-18,0.5589739780664749,55.89739780664749
2014-03-19,0.5535685594560811,55.35685594560811
2014-03-20,0.5886898313638893,58.868983136388934
2014-03-21,0.5952431257795354,59.524312577953545
2014-03-22,0.5588137929888537,55.88137929888537
2014-03-23,0.6091902071424986,60.91902071424986
2014-03-24,0.6314412327155268,63.14412327155268
2014-03-25,0.6394800612307125,63.94800612307125
2014-03-26,0.5753752472451292,57.53752472451292
2014-03-27,0.5899909252795796,58.99909252795796
2014-03-28,0.5592444432956094,55.92444432956094
2014-03-29,0.5351750705324119,53.51750705324119
2014-03-30,0.5668979625078696,56.68979625078696
2014-03-31,0.5380493030923672,53.804930309236724
2014-04-01,0.5581163295652245,55.81163295652245
2014-04-02,0.5383842430379491,53.83842430379491
2014-04-03,0.5409652517037984,54.09652517037984
2014-04-04,0.6127094402514635,61.27094402514635
2014-04-05,0.5671475075334076,56.71475075334076
2014-04-06,0.562925991498419,56.292599149841905
2014-04-07,0.5528524590389199,55.28524590389199
2014-04-08,0.6030753277129688,60.30753277129688
2014-04-09,0.6528428248949874,65.28428248949874
2014-04-10,0.6681934822605333,66.81934822605334
2014-04-11,0.6771838423490981,67.7183842349098
2014-04-12,0.6987092460299864,69.87092460299864
2014-04-13,0.741988235471722,74.1988235471722
2014-04-14,0.7410040231419399,74.10040231419399
2014-04-15,0.7721282705042483,77.21282705042482
2014-04-16,0.707593452326821,70.75934523268211
2014-04-17,0.6909768172321042,69.09768172321043
2014-04-18,0.7672609775824988,76.72609775824988
2014-04-19,0.7365727877577273,73.65727877577272
2014-04-20,0.7347531247218124,73.47531247218124
2014-04-21,0.7393498756795043,73.93498756795043
2014-04-22,0.7867373466002519,78.67373466002519
2014-04-23,0.7989089407413934,79.89089407413934
2014-04-24,0.8285784813793715,82.85784813793715
2014-04-25,0.7962021818044867,79.62021818044866
