Date,Returns,Returns_Pct
2014-09-17,0.0,0.0
2014-09-18,0.0,0.0
2014-09-19,0.0,0.0
2014-09-20,0.0,0.0
2014-09-21,0.0,0.0
2014-09-22,0.0,0.0
2014-09-23,0.0,0.0
2014-09-24,0.0,0.0
2014-09-25,0.0,0.0
2014-09-26,0.0,0.0
2014-09-27,0.0,0.0
2014-09-28,0.0,0.0
2014-09-29,0.0,0.0
2014-09-30,0.0,0.0
2014-10-01,0.0,0.0
2014-10-02,0.0,0.0
2014-10-03,0.0,0.0
2014-10-04,0.0,0.0
2014-10-05,0.0,0.0
2014-10-06,0.0,0.0
2014-10-07,0.0,0.0
2014-10-08,0.0,0.0
2014-10-09,0.0,0.0
2014-10-10,0.0,0.0
2014-10-11,0.0,0.0
2014-10-12,0.0,0.0
2014-10-13,0.0,0.0
2014-10-14,0.0,0.0
2014-10-15,0.0,0.0
2014-10-16,0.0,0.0
2014-10-17,0.0,0.0
2014-10-18,0.0,0.0
2014-10-19,0.0,0.0
2014-10-20,0.0,0.0
2014-10-21,0.0,0.0
2014-10-22,0.0,0.0
2014-10-23,0.0,0.0
2014-10-24,0.0,0.0
2014-10-25,0.0,0.0
2014-10-26,0.0,0.0
2014-10-27,0.0,0.0
2014-10-28,0.0,0.0
2014-10-29,0.0,0.0
2014-10-30,0.0,0.0
2014-10-31,0.0,0.0
2014-11-01,0.0,0.0
2014-11-02,0.0,0.0
2014-11-03,0.0,0.0
2014-11-04,0.0,0.0
2014-11-05,0.0,0.0
2014-11-06,0.0,0.0
2014-11-07,0.0,0.0
2014-11-08,0.0,0.0
2014-11-09,0.0,0.0
2014-11-10,0.0,0.0
2014-11-11,0.0,0.0
2014-11-12,-0.0004235610046387137,-0.04235610046387137
2014-11-13,-0.0028272167858915385,-0.28272167858915387
2014-11-14,-0.022991705580829136,-2.2991705580829134
2014-11-15,-0.022267666056402294,-2.2267666056402295
2014-11-16,0.012339455225892483,1.2339455225892482
2014-11-17,-0.0004917525580888367,-0.04917525580888367
2014-11-18,-0.012673546389577534,-1.2673546389577535
2014-11-19,0.005631748297929289,0.5631748297929289
2014-11-20,-0.02412037387127507,-2.412037387127507
2014-11-21,0.0,0.0
2014-11-22,0.0,0.0
2014-11-23,0.0,0.0
2014-11-24,0.0,0.0
2014-11-25,0.0,0.0
2014-11-26,0.0,0.0
2014-11-27,0.0,0.0
2014-11-28,-0.00040326509111308245,-0.040326509111308244
2014-11-29,-0.0010245118319209899,-0.10245118319209899
2014-11-30,0.002742003126494004,0.27420031264940037
2014-12-01,0.0012816635711276054,0.12816635711276053
2014-12-02,0.0022117373375221887,0.22117373375221885
2014-12-03,-0.006721818307759276,-0.6721818307759275
2014-12-04,-0.0061991070533448335,-0.6199107053344833
2014-12-05,-0.0004070099610059816,-0.04070099610059816
2014-12-06,-0.002235472050480054,-0.22354720504800538
2014-12-07,0.0003356903956517231,0.033569039565172314
2014-12-08,-0.014665851994328407,-1.4665851994328407
2014-12-09,0.0,0.0
2014-12-10,0.0,0.0
2014-12-11,0.0,0.0
2014-12-12,0.0,0.0
2014-12-13,0.0,0.0
2014-12-14,0.0,0.0
2014-12-15,0.0,0.0
2014-12-16,0.0,0.0
2014-12-17,0.0,0.0
2014-12-18,0.0,0.0
2014-12-19,0.0,0.0
2014-12-20,0.0,0.0
2014-12-21,0.0,0.0
2014-12-22,0.0,0.0
2014-12-23,0.0,0.0
2014-12-24,0.0,0.0
2014-12-25,0.0,0.0
2014-12-26,0.0,0.0
2014-12-27,0.0,0.0
