Date,Ticker,Price,PnL,Position_Size,Entry_Date,Entry_Price,Direction,Position_UUID
2025-04-01,LIN,465.60504150390625,3.60504150390625,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-01,VTR,68.74121856689453,-0.2687835693359375,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-02,LIN,468.24658203125,6.24658203125,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-02,MA,545.7747192382812,2.91473388671875,1.0,2025-04-02,542.8599853515625,Long,MA_SMA_8_58_2025-04-02
2025-04-02,UHS,188.58164978027344,3.771652221679687,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-02,VTR,68.86030578613281,-0.1496963500976562,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-03,LIN,465.734619140625,3.734619140625,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-03,MA,528.9940795898438,-13.86590576171875,1.0,2025-04-02,542.8599853515625,Long,MA_SMA_8_58_2025-04-02
2025-04-03,TSLA,267.2799987792969,1.989990234375,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-03,UHS,188.5316925048828,3.7216949462890625,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-03,VTR,69.0687026977539,0.0587005615234375,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-04,LIN,436.567626953125,-25.432373046875,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-04,TSLA,239.42999267578125,-25.860015869140625,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-04,UHS,174.34661865234375,-10.46337890625,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-04,VTR,65.00992584228516,-4.0000762939453125,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-07,LIN,424.506103515625,-37.493896484375,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-07,TSLA,233.2899932861328,-32.00001525878906,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-07,UHS,171.4896240234375,-13.32037353515625,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-07,VTR,63.67023468017578,-5.3397674560546875,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-08,LIN,412.0159301757813,-49.98406982421869,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-08,TSLA,221.86000061035156,-43.43000793457031,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-08,UHS,173.09793090820312,-11.712066650390623,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-08,VTR,62.85649108886719,-6.153511047363281,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-09,LIN,444.55218505859375,-17.44781494140625,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-09,TSLA,272.20001220703125,6.910003662109375,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-09,UHS,182.87765502929688,-1.932342529296875,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-09,VTR,65.08930969238281,-3.920692443847656,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-10,LIN,430.5069885253906,-31.493011474609375,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-10,TSLA,252.3999938964844,-12.890014648437472,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-10,UHS,178.052734375,-6.75726318359375,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-10,VTR,65.09923553466797,-3.9107666015625,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-11,LIN,440.4253234863281,-21.574676513671875,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-11,TSLA,252.30999755859375,-12.980010986328123,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-11,UHS,175.22569274902344,-9.584304809570312,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-11,VTR,65.6053466796875,-3.4046554565429688,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-14,CRWD,378.6600036621094,-8.29498291015625,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-14,LIN,444.6119689941406,-17.388031005859375,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-14,LYV,128.39999389648438,-2.910003662109375,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-14,NFLX,931.280029296875,-1.41998291015625,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-14,TSLA,252.3500061035156,-12.940002441406278,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-14,UHS,178.6321258544922,-6.1778717041015625,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-14,VTR,66.885498046875,-2.1245040893554688,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-15,CRWD,392.7999877929687,5.845001220703068,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-15,LIN,449.5362854003906,-12.463714599609377,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-15,LYV,128.97999572753906,-2.3300018310546875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-15,NFLX,976.280029296875,43.58001708984375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-15,TSLA,254.11000061035156,-11.180007934570312,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-15,UHS,175.3155975341797,-9.494400024414062,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-15,VTR,67.2625961303711,-1.747406005859375,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-16,CRWD,379.8399963378906,-7.114990234375,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-16,LIN,446.5657348632813,-15.434265136718691,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-16,LYV,125.45999908447266,-5.849998474121094,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-16,NFLX,961.6300048828124,28.929992675781136,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-16,TSLA,241.5500030517578,-23.740005493164062,1.0,2025-04-03,265.2900085449219,Long,TSLA_SMA_11_25_2025-04-03
2025-04-16,UHS,173.4775390625,-11.33245849609375,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-16,VTR,67.11373901367188,-1.8962631225585935,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-17,CRWD,375.6199951171875,-11.334991455078123,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-17,LIN,450.6826171875,-11.3173828125,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-17,LYV,127.22000122070312,-4.089996337890625,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-17,NFLX,973.030029296875,40.33001708984375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-17,UHS,174.6163330078125,-10.19366455078125,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-17,VTR,67.41145324707031,-1.5985488891601562,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-18,CRWD,391.39652562403415,4.44153905176853,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-18,LIN,462.7046794276084,0.7046794276083688,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
