Date,Portfolio_Value
2014-01-01,1000.0
2014-01-02,979.1475893186031
2014-01-03,980.8322553878537
2014-01-04,978.4577447868245
2014-01-05,973.3834035642078
2014-01-06,990.9599163631223
2014-01-07,973.4378357118202
2014-01-08,968.0091813634829
2014-01-09,978.527739283014
2014-01-10,954.5530345200513
2014-01-11,956.5799006562842
2014-01-12,981.867217039942
2014-01-13,995.6390526264402
2014-01-14,983.797319062701
2014-01-15,1050.8735467811664
2014-01-16,1012.6935866784057
2014-01-17,1018.024463069127
2014-01-18,995.2381593832813
2014-01-19,991.9678396486896
2014-01-20,992.7255754662041
2014-01-21,1004.3885901054917
2014-01-22,1013.2984956774453
2014-01-23,1023.5401982185795
2014-01-24,1004.8169007642178
2014-01-25,997.1202703374375
2014-01-26,989.0728698630097
2014-01-27,999.3389380912208
2014-01-28,996.6592167288967
2014-01-29,1009.3978680586631
2014-01-30,1004.3739484831701
2014-01-31,995.9830215287758
2014-02-01,1024.0813017325474
2014-02-02,1054.8452964210396
2014-02-03,1052.4826240661012
2014-02-04,1065.0803006869987
2014-02-05,1070.1058587886632
2014-02-06,1037.2525524119576
2014-02-07,1046.7333512261907
2014-02-08,1041.4946348022227
2014-02-09,1066.0200256368107
2014-02-10,1091.4714276839663
2014-02-11,1083.6207496979862
2014-02-12,1075.1027305032835
2014-02-13,1062.5572584039144
2014-02-14,1066.2942050755685
2014-02-15,1084.6609021198892
2014-02-16,1082.5626783850914
2014-02-17,1088.9261060195831
2014-02-18,1104.649651373193
2014-02-19,1154.0117181323656
2014-02-20,1143.8484698759007
2014-02-21,1103.8842406396661
2014-02-22,1140.0241393212973
2014-02-23,1133.5959764937345
2014-02-24,1119.941377547386
2014-02-25,1066.350610707659
2014-02-26,1083.2868994353314
2014-02-27,1072.5635975050698
2014-02-28,1087.4270505490695
2014-03-01,1121.4632781850119
2014-03-02,1095.1540888525853
2014-03-03,1068.0380732556139
2014-03-04,1094.205182956928
2014-03-05,1074.9148190890808
2014-03-06,1084.5847501313526
2014-03-07,1046.472247305114
